Age,Annual Salary (USD),Device Used
44.0,68971.0,Tablet
65.0,66942.0,Tablet
25.0,175071.0,Mobile
40.0,89188.0,Desktop
59.0,97663.0,Tablet
66.0,33794.0,Desktop
46.0,108904.0,Desktop
67.0,61536.0,Mobile
37.0,89170.0,Tablet
33.0,16833.0,Mobile
34.0,48653.0,Tablet
33.0,161391.0,Desktop
36.0,18604.0,Tablet
25.0,151429.0,Desktop
55.0,162329.0,Tablet
55.0,43932.0,Tablet
46.0,76719.0,Mobile
58.0,80415.0,Mobile
53.0,79413.0,Tablet
43.0,100141.0,Desktop
48.0,143826.0,Mobile
61.0,121647.0,Desktop
29.0,136625.0,Mobile
34.0,16596.0,Tablet
32.0,128675.0,Tablet
26.0,45733.0,Tablet
56.0,123030.0,Tablet
59.0,24757.0,Tablet
65.0,155214.0,Mobile
29.0,99412.0,Desktop
49.0,40917.0,Mobile
42.0,112054.0,Desktop
56.0,179378.0,Mobile
35.0,137851.0,Desktop
32.0,195992.0,Tablet
49.0,174373.0,Mobile
23.0,197345.0,Desktop
61.0,53321.0,Tablet
60.0,96193.0,Desktop
69.0,90462.0,Desktop
52.0,175039.0,Desktop
51.0,80549.0,Mobile
55.0,105302.0,Desktop
22.0,152065.0,Tablet
35.0,198088.0,Desktop
33.0,178209.0,Desktop
25.0,137293.0,Mobile
42.0,84638.0,Desktop
49.0,16104.0,Mobile
43.0,50580.0,Desktop
69.0,53899.0,Desktop
39.0,195875.0,Tablet
48.0,119932.0,Desktop
60.0,172028.0,Mobile
27.0,77774.0,Desktop
29.0,128145.0,Mobile
45.0,121135.0,Tablet
23.0,97721.0,Desktop
37.0,129301.0,Desktop
22.0,68696.0,Mobile
40.0,21428.0,Tablet
26.0,96177.0,Tablet
46.0,156385.0,Desktop
33.0,19140.0,Desktop
63.0,17792.0,Tablet
39.0,83259.0,Tablet
25.0,102496.0,Mobile
37.0,117492.0,Desktop
68.0,177113.0,Tablet
31.0,42089.0,Mobile
56.0,15603.0,Mobile
54.0,22150.0,Desktop
67.0,128193.0,Desktop
51.0,71048.0,Mobile
28.0,37346.0,Mobile
57.0,96478.0,Desktop
50.0,83311.0,Tablet
48.0,149711.0,Desktop
61.0,105702.0,Mobile
51.0,196662.0,Tablet
67.0,141450.0,Tablet
24.0,81386.0,Tablet
66.0,64591.0,Mobile
40.0,88336.0,Desktop
63.0,136545.0,Mobile
24.0,87111.0,Desktop
42.0,58955.0,Tablet
20.0,109535.0,Desktop
55.0,143256.0,Desktop
37.0,45249.0,Mobile
51.0,36577.0,Tablet
66.0,130945.0,Desktop
61.0,164000.0,Mobile
61.0,176310.0,Mobile
47.0,59639.0,Tablet
34.0,47001.0,Desktop
27.0,33199.0,Tablet
52.0,115580.0,Desktop
37.0,81986.0,Desktop
35.0,112989.0,Tablet
62.0,118210.0,Mobile
61.0,86384.0,Mobile
44.0,170821.0,Mobile
66.0,145171.0,Mobile
53.0,59738.0,Tablet
40.0,102272.0,Tablet
49.0,164632.0,Mobile
27.0,96470.0,Desktop
28.0,174979.0,Mobile
55.0,94691.0,Desktop
23.0,54101.0,Desktop
58.0,108884.0,Mobile
64.0,194806.0,Mobile
51.0,74036.0,Desktop
53.0,31674.0,Tablet
54.0,190963.0,Tablet
34.0,38892.0,Desktop
57.0,131106.0,Desktop
57.0,193314.0,Desktop
29.0,134998.0,Mobile
38.0,102558.0,Desktop
57.0,178366.0,Mobile
36.0,75487.0,Tablet
20.0,197362.0,Mobile
35.0,33580.0,Mobile
68.0,146533.0,Desktop
36.0,129048.0,Tablet
64.0,137647.0,Tablet
23.0,150804.0,Desktop
33.0,97565.0,Tablet
25.0,76957.0,Tablet
65.0,168470.0,Mobile
35.0,198492.0,Tablet
69.0,191317.0,Mobile
65.0,47639.0,Mobile
60.0,60134.0,Mobile
56.0,90298.0,Tablet
66.0,64967.0,Tablet
66.0,23040.0,Desktop
29.0,139970.0,Mobile
62.0,52666.0,Desktop
27.0,149276.0,Tablet
24.0,48897.0,Tablet
63.0,61750.0,Tablet
18.0,58015.0,Desktop
66.0,33181.0,Desktop
53.0,133102.0,Desktop
38.0,33868.0,Desktop
54.0,103143.0,Mobile
69.0,39107.0,Desktop
41.0,32072.0,Desktop
42.0,60955.0,Tablet
24.0,168887.0,Desktop
59.0,195020.0,Tablet
34.0,143112.0,Desktop
46.0,108122.0,Mobile
47.0,43478.0,Mobile
24.0,102921.0,Tablet
50.0,136787.0,Desktop
24.0,174969.0,Tablet
41.0,45028.0,Tablet
28.0,45112.0,Mobile
26.0,70573.0,Mobile
29.0,190902.0,Mobile
52.0,132527.0,Tablet
21.0,67226.0,Mobile
53.0,197241.0,Tablet
45.0,51146.0,Tablet
30.0,140981.0,Mobile
40.0,59568.0,Tablet
36.0,109816.0,Desktop
59.0,173087.0,Mobile
54.0,95224.0,Mobile
56.0,29350.0,Desktop
41.0,119752.0,Mobile
33.0,49045.0,Desktop
50.0,135758.0,Mobile
29.0,136684.0,Tablet
51.0,144663.0,Desktop
24.0,22353.0,Tablet
28.0,23578.0,Desktop
48.0,194080.0,Mobile
46.0,88203.0,Tablet
30.0,15013.0,Tablet
48.0,71549.0,Mobile
19.0,166642.0,Tablet
56.0,133163.0,Mobile
32.0,64155.0,Desktop
28.0,108181.0,Desktop
51.0,178479.0,Desktop
56.0,149362.0,Desktop
21.0,142771.0,Tablet
28.0,76282.0,Mobile
46.0,142191.0,Tablet
19.0,186770.0,Mobile
33.0,73946.0,Desktop
56.0,191831.0,Desktop
30.0,84509.0,Desktop
54.0,42118.0,Mobile
34.0,41218.0,Mobile
38.0,41065.0,Tablet
61.0,103507.0,Desktop
36.0,60018.0,Tablet
24.0,177570.0,Tablet
55.0,165689.0,Desktop
25.0,111430.0,Mobile
30.0,163842.0,Desktop
54.0,163653.0,Tablet
19.0,164741.0,Tablet
58.0,96058.0,Desktop
28.0,126605.0,Desktop
41.0,125485.0,Desktop
23.0,34343.0,Desktop
43.0,65413.0,Tablet
24.0,142605.0,Mobile
56.0,32924.0,Desktop
36.0,122289.0,Desktop
23.0,79407.0,Mobile
60.0,47066.0,Tablet
46.0,78894.0,Desktop
60.0,137355.0,Mobile
56.0,139900.0,Tablet
19.0,187645.0,Mobile
36.0,175229.0,Mobile
21.0,94820.0,Mobile
23.0,143078.0,Desktop
66.0,109529.0,Tablet
54.0,68386.0,Tablet
45.0,88039.0,Mobile
47.0,198697.0,Desktop
24.0,157561.0,Desktop
26.0,93395.0,Tablet
42.0,26015.0,Desktop
50.0,99560.0,Desktop
18.0,159168.0,Desktop
68.0,40562.0,Desktop
23.0,94738.0,Tablet
35.0,40848.0,Desktop
27.0,196924.0,Mobile
45.0,63548.0,Tablet
28.0,72151.0,Tablet
50.0,156498.0,Mobile
18.0,158608.0,Mobile
30.0,127409.0,Mobile
54.0,95117.0,Desktop
37.0,63030.0,Tablet
18.0,22385.0,Mobile
69.0,71746.0,Desktop
20.0,37542.0,Tablet
35.0,166295.0,Desktop
58.0,130513.0,Desktop
31.0,181576.0,Desktop
48.0,198630.0,Tablet
44.0,68784.0,Tablet
34.0,171139.0,Tablet
63.0,25051.0,Desktop
46.0,189371.0,Mobile
53.0,171239.0,Tablet
54.0,181574.0,Tablet
43.0,71039.0,Desktop
34.0,122443.0,Mobile
39.0,106687.0,Mobile
42.0,146754.0,Desktop
19.0,171276.0,Mobile
39.0,142568.0,Desktop
22.0,166938.0,Mobile
21.0,61662.0,Mobile
53.0,36131.0,Mobile
23.0,197464.0,Desktop
69.0,190786.0,Tablet
38.0,147165.0,Desktop
30.0,94021.0,Tablet
54.0,25683.0,Mobile
42.0,100692.0,Mobile
43.0,187464.0,Mobile
56.0,151406.0,Desktop
37.0,130288.0,Desktop
50.0,123162.0,Mobile
31.0,116059.0,Desktop
53.0,89046.0,Desktop
34.0,169972.0,Desktop
38.0,177179.0,Desktop
63.0,71660.0,Mobile
33.0,57822.0,Desktop
63.0,39646.0,Tablet
33.0,69400.0,Mobile
37.0,80979.0,Desktop
46.0,63417.0,Desktop
45.0,78505.0,Tablet
25.0,86210.0,Tablet
41.0,118499.0,Tablet
20.0,147941.0,Desktop
42.0,68800.0,Desktop
36.0,57971.0,Mobile
50.0,173569.0,Tablet
19.0,190383.0,Mobile
32.0,15770.0,Mobile
39.0,102482.0,Mobile
27.0,65105.0,Desktop
35.0,175072.0,Desktop
39.0,16559.0,Mobile
63.0,107609.0,Mobile
66.0,67598.0,Desktop
44.0,190399.0,Mobile
30.0,108659.0,Tablet
50.0,21982.0,Mobile
22.0,164896.0,Desktop
43.0,113412.0,Desktop
30.0,134142.0,Mobile
44.0,24147.0,Mobile
31.0,153150.0,Mobile
41.0,100280.0,Desktop
20.0,100409.0,Mobile
64.0,80853.0,Mobile
68.0,113644.0,Tablet
66.0,183284.0,Mobile
47.0,98994.0,Mobile
52.0,138517.0,Tablet
65.0,60456.0,Mobile
31.0,37062.0,Desktop
29.0,60423.0,Tablet
45.0,123886.0,Mobile
61.0,144716.0,Tablet
46.0,135172.0,Desktop
60.0,92716.0,Mobile
34.0,159456.0,Mobile
57.0,27128.0,Mobile
66.0,27473.0,Mobile
38.0,17366.0,Tablet
40.0,42578.0,Mobile
37.0,191721.0,Tablet
28.0,30327.0,Tablet
51.0,117008.0,Desktop
27.0,183041.0,Tablet
27.0,141775.0,Mobile
60.0,126009.0,Mobile
23.0,92745.0,Desktop
53.0,27929.0,Mobile
41.0,156516.0,Desktop
29.0,154828.0,Mobile
60.0,149525.0,Mobile
40.0,194496.0,Mobile
44.0,188334.0,Tablet
62.0,62292.0,Mobile
54.0,41326.0,Mobile
23.0,104537.0,Tablet
18.0,179097.0,Tablet
23.0,29788.0,Desktop
67.0,16046.0,Mobile
39.0,152718.0,Mobile
58.0,66384.0,Desktop
41.0,74938.0,Mobile
42.0,68229.0,Tablet
32.0,172359.0,Tablet
43.0,96968.0,Tablet
25.0,115157.0,Mobile
68.0,166197.0,Tablet
41.0,180908.0,Tablet
65.0,140830.0,Desktop
55.0,126720.0,Tablet
23.0,86359.0,Tablet
52.0,172097.0,Tablet
59.0,179068.0,Tablet
18.0,182092.0,Tablet
63.0,113655.0,Desktop
53.0,166493.0,Mobile
29.0,39809.0,Tablet
55.0,72609.0,Desktop
28.0,163313.0,Desktop
29.0,193489.0,Desktop
59.0,138378.0,Desktop
67.0,24068.0,Desktop
56.0,79729.0,Desktop
24.0,41834.0,Tablet
28.0,84730.0,Tablet
53.0,106756.0,Desktop
69.0,94235.0,Mobile
48.0,66544.0,Mobile
50.0,83860.0,Desktop
30.0,58911.0,Tablet
35.0,54029.0,Tablet
58.0,140527.0,Tablet
41.0,172904.0,Desktop
26.0,16432.0,Tablet
48.0,15480.0,Tablet
58.0,137879.0,Mobile
27.0,83506.0,Desktop
19.0,180505.0,Tablet
55.0,130016.0,Mobile
32.0,67406.0,Mobile
20.0,160337.0,Mobile
60.0,89144.0,Desktop
48.0,131989.0,Desktop
23.0,15944.0,Desktop
20.0,49820.0,Tablet
28.0,156614.0,Tablet
32.0,88239.0,Tablet
62.0,74998.0,Mobile
69.0,58743.0,Mobile
45.0,175994.0,Tablet
27.0,28965.0,Desktop
55.0,35387.0,Tablet
64.0,49354.0,Tablet
67.0,64541.0,Desktop
67.0,18728.0,Mobile
24.0,73193.0,Mobile
32.0,104927.0,Tablet
35.0,40394.0,Tablet
35.0,133323.0,Tablet
69.0,92835.0,Desktop
58.0,152552.0,Desktop
41.0,197878.0,Mobile
19.0,62232.0,Tablet
57.0,99239.0,Mobile
37.0,91656.0,Mobile
51.0,53920.0,Desktop
60.0,99854.0,Tablet
43.0,106258.0,Desktop
24.0,83041.0,Mobile
55.0,95322.0,Tablet
47.0,88334.0,Tablet
59.0,79918.0,Tablet
22.0,170325.0,Mobile
28.0,120238.0,Desktop
18.0,155075.0,Tablet
51.0,29714.0,Desktop
18.0,161933.0,Mobile
36.0,130697.0,Tablet
19.0,108960.0,Desktop
38.0,18316.0,Tablet
37.0,182329.0,Desktop
40.0,35710.0,Desktop
38.0,133993.0,Desktop
41.0,122896.0,Desktop
21.0,32577.0,Desktop
29.0,153578.0,Desktop
39.0,72121.0,Desktop
37.0,155514.0,Tablet
35.0,73216.0,Tablet
18.0,17410.0,Tablet
47.0,41154.0,Tablet
50.0,89202.0,Desktop
41.0,167587.0,Mobile
31.0,198790.0,Mobile
53.0,78446.0,Tablet
22.0,185767.0,Tablet
28.0,161493.0,Mobile
41.0,36008.0,Desktop
48.0,103601.0,Desktop
30.0,110788.0,Mobile
33.0,184857.0,Desktop
41.0,78552.0,Tablet
30.0,22005.0,Mobile
41.0,133239.0,Desktop
43.0,127413.0,Tablet
19.0,68737.0,Tablet
33.0,46811.0,Desktop
55.0,133571.0,Mobile
63.0,112887.0,Mobile
18.0,89722.0,Mobile
66.0,195992.0,Desktop
28.0,40120.0,Tablet
68.0,85610.0,Tablet
52.0,155195.0,Tablet
60.0,170738.0,Desktop
46.0,144996.0,Tablet
54.0,127602.0,Mobile
34.0,101253.0,Desktop
56.0,62565.0,Desktop
59.0,120495.0,Desktop
45.0,120852.0,Mobile
46.0,34352.0,Mobile
60.0,46626.0,Mobile
20.0,111825.0,Desktop
69.0,148731.0,Desktop
27.0,146705.0,Tablet
59.0,30716.0,Mobile
31.0,106336.0,Desktop
29.0,163704.0,Desktop
64.0,32366.0,Mobile
59.0,181350.0,Desktop
47.0,100770.0,Desktop
49.0,35377.0,Tablet
49.0,128920.0,Mobile
59.0,114293.0,Desktop
49.0,82152.0,Desktop
43.0,111686.0,Desktop
68.0,23616.0,Mobile
18.0,155694.0,Mobile
59.0,98555.0,Mobile
19.0,60160.0,Desktop
34.0,54163.0,Tablet
47.0,118522.0,Desktop
56.0,94112.0,Mobile
24.0,85787.0,Desktop
69.0,192350.0,Tablet
44.0,169491.0,Tablet
26.0,109616.0,Tablet
39.0,173649.0,Tablet
51.0,181629.0,Mobile
63.0,168717.0,Tablet
66.0,190588.0,Mobile
18.0,30306.0,Desktop
26.0,42968.0,Desktop
37.0,93131.0,Mobile
36.0,171137.0,Mobile
53.0,40920.0,Tablet
57.0,178708.0,Mobile
62.0,137211.0,Tablet
21.0,113911.0,Mobile
26.0,182431.0,Tablet
58.0,184485.0,Tablet
39.0,85847.0,Tablet
35.0,23944.0,Mobile
29.0,149120.0,Mobile
59.0,52212.0,Mobile
60.0,31000.0,Mobile
56.0,191726.0,Mobile
26.0,103973.0,Desktop
23.0,40534.0,Tablet
36.0,114895.0,Desktop
65.0,190293.0,Mobile
64.0,159411.0,Mobile
24.0,115892.0,Desktop
33.0,181378.0,Tablet
22.0,95359.0,Tablet
33.0,27459.0,Desktop
18.0,86717.0,Tablet
68.0,158280.0,Tablet
54.0,68546.0,Mobile
56.0,132786.0,Tablet
36.0,93571.0,Desktop
54.0,151948.0,Mobile
34.0,82011.0,Mobile
43.0,142901.0,Mobile
39.0,172708.0,Tablet
25.0,104657.0,Tablet
50.0,45978.0,Mobile
19.0,118379.0,Tablet
47.0,73467.0,Mobile
64.0,171263.0,Tablet
37.0,172973.0,Tablet
35.0,26329.0,Tablet
60.0,166128.0,Desktop
27.0,43025.0,Mobile
41.0,118940.0,Mobile
21.0,156967.0,Mobile
54.0,155404.0,Desktop
21.0,121994.0,Mobile
30.0,19682.0,Mobile
42.0,116393.0,Desktop
30.0,117318.0,Desktop
35.0,15613.0,Mobile
41.0,97563.0,Tablet
19.0,163591.0,Desktop
65.0,126188.0,Desktop
50.0,162274.0,Desktop
36.0,166155.0,Tablet
26.0,58322.0,Tablet
45.0,129849.0,Mobile
52.0,25013.0,Tablet
56.0,76763.0,Desktop
27.0,173413.0,Tablet
18.0,116706.0,Tablet
59.0,156891.0,Desktop
38.0,51761.0,Mobile
26.0,69007.0,Desktop
64.0,175245.0,Desktop
32.0,146128.0,Mobile
52.0,134972.0,Desktop
22.0,198461.0,Tablet
58.0,41920.0,Tablet
39.0,77467.0,Tablet
58.0,78897.0,Desktop
40.0,134590.0,Mobile
24.0,179459.0,Tablet
40.0,162113.0,Tablet
61.0,167330.0,Mobile
42.0,159138.0,Desktop
44.0,148685.0,Mobile
58.0,34219.0,Tablet
23.0,105777.0,Desktop
51.0,151054.0,Mobile
26.0,120229.0,Tablet
66.0,67760.0,Tablet
50.0,71758.0,Desktop
68.0,63562.0,Desktop
23.0,76033.0,Desktop
54.0,191742.0,Tablet
48.0,106097.0,Desktop
51.0,104865.0,Desktop
58.0,165029.0,Mobile
46.0,142416.0,Tablet
31.0,79074.0,Tablet
53.0,149940.0,Mobile
53.0,136222.0,Mobile
32.0,163223.0,Tablet
25.0,154678.0,Tablet
43.0,54338.0,Desktop
53.0,92011.0,Desktop
65.0,191376.0,Mobile
38.0,124602.0,Mobile
45.0,50654.0,Mobile
21.0,111003.0,Mobile
33.0,69109.0,Tablet
39.0,125260.0,Tablet
29.0,129897.0,Desktop
33.0,131845.0,Desktop
68.0,131877.0,Desktop
57.0,138555.0,Tablet
55.0,185070.0,Mobile
59.0,103203.0,Tablet
54.0,128313.0,Tablet
46.0,72369.0,Tablet
35.0,124189.0,Mobile
27.0,116262.0,Desktop
59.0,101377.0,Tablet
56.0,152062.0,Mobile
35.0,131370.0,Mobile
18.0,93183.0,Mobile
56.0,33350.0,Mobile
38.0,149358.0,Desktop
18.0,65147.0,Desktop
32.0,114260.0,Mobile
21.0,173692.0,Desktop
37.0,15217.0,Mobile
27.0,68098.0,Tablet
40.0,115719.0,Mobile
58.0,103115.0,Desktop
51.0,190377.0,Tablet
63.0,114771.0,Tablet
65.0,60742.0,Mobile
50.0,34256.0,Mobile
51.0,31416.0,Desktop
56.0,34871.0,Desktop
27.0,169243.0,Tablet
37.0,105536.0,Tablet
18.0,18078.0,Mobile
30.0,109946.0,Tablet
18.0,183702.0,Desktop
22.0,131505.0,Tablet
33.0,92654.0,Mobile
32.0,92746.0,Tablet
66.0,95567.0,Desktop
45.0,183134.0,Mobile
48.0,114018.0,Desktop
40.0,182820.0,Tablet
65.0,183223.0,Mobile
62.0,66176.0,Tablet
60.0,59689.0,Mobile
34.0,54630.0,Tablet
66.0,165070.0,Tablet
51.0,81346.0,Tablet
30.0,25647.0,Tablet
31.0,115334.0,Desktop
28.0,93740.0,Tablet
45.0,21033.0,Mobile
59.0,172433.0,Desktop
49.0,121258.0,Desktop
52.0,180567.0,Mobile
48.0,164688.0,Mobile
34.0,151752.0,Mobile
64.0,153677.0,Tablet
26.0,179602.0,Desktop
27.0,52329.0,Tablet
25.0,136820.0,Mobile
38.0,149377.0,Tablet
30.0,186610.0,Mobile
67.0,177466.0,Tablet
22.0,69044.0,Mobile
23.0,155805.0,Mobile
47.0,23612.0,Mobile
48.0,125040.0,Mobile
34.0,19436.0,Mobile
28.0,120401.0,Desktop
37.0,172631.0,Mobile
65.0,88850.0,Tablet
26.0,134655.0,Desktop
19.0,56393.0,Tablet
54.0,31335.0,Mobile
18.0,37715.0,Tablet
21.0,143013.0,Mobile
53.0,19165.0,Desktop
42.0,142626.0,Tablet
20.0,133170.0,Mobile
26.0,132572.0,Tablet
39.0,66790.0,Desktop
40.0,199101.0,Tablet
29.0,111573.0,Desktop
27.0,32999.0,Desktop
51.0,30505.0,Desktop
60.0,37388.0,Tablet
27.0,117112.0,Desktop
47.0,61461.0,Mobile
39.0,127630.0,Desktop
23.0,113839.0,Mobile
67.0,179962.0,Mobile
19.0,199589.0,Tablet
47.0,54857.0,Desktop
19.0,94639.0,Tablet
49.0,145828.0,Tablet
59.0,97578.0,Tablet
33.0,63149.0,Mobile
29.0,29337.0,Desktop
18.0,144126.0,Mobile
25.0,42683.0,Desktop
65.0,78269.0,Desktop
67.0,87754.0,Mobile
30.0,122662.0,Mobile
32.0,94330.0,Mobile
61.0,123467.0,Tablet
25.0,131591.0,Tablet
27.0,196836.0,Tablet
63.0,151469.0,Mobile
22.0,125202.0,Desktop
67.0,138315.0,Tablet
36.0,191103.0,Mobile
64.0,83269.0,Tablet
55.0,134939.0,Desktop
28.0,170910.0,Mobile
60.0,37425.0,Desktop
37.0,54119.0,Mobile
37.0,145273.0,Mobile
38.0,129364.0,Tablet
35.0,197736.0,Mobile
67.0,48125.0,Tablet
27.0,153383.0,Mobile
51.0,181241.0,Desktop
43.0,180114.0,Desktop
47.0,125967.0,Desktop
26.0,179828.0,Tablet
63.0,96140.0,Desktop
68.0,31401.0,Desktop
48.0,196962.0,Mobile
59.0,152700.0,Desktop
21.0,128015.0,Desktop
23.0,65065.0,Mobile
31.0,187597.0,Tablet
21.0,132600.0,Mobile
43.0,106464.0,Tablet
64.0,47398.0,Desktop
65.0,180311.0,Tablet
56.0,83699.0,Mobile
34.0,194719.0,Tablet
36.0,36755.0,Mobile
68.0,195141.0,Desktop
66.0,122107.0,Mobile
23.0,106174.0,Desktop
46.0,105759.0,Tablet
28.0,156673.0,Desktop
33.0,19017.0,Tablet
47.0,47850.0,Mobile
42.0,115093.0,Desktop
57.0,61787.0,Desktop
28.0,188082.0,Mobile
24.0,154045.0,Tablet
43.0,117420.0,Mobile
39.0,44913.0,Tablet
42.0,28356.0,Tablet
36.0,126545.0,Tablet
48.0,118830.0,Mobile
43.0,66893.0,Mobile
59.0,177654.0,Desktop
58.0,36135.0,Tablet
53.0,137419.0,Tablet
40.0,195986.0,Desktop
64.0,187649.0,Desktop
30.0,158696.0,Desktop
42.0,35247.0,Tablet
19.0,30507.0,Desktop
19.0,133374.0,Tablet
33.0,143410.0,Mobile
26.0,80025.0,Mobile
45.0,163223.0,Mobile
30.0,178387.0,Mobile
52.0,128458.0,Tablet
58.0,177176.0,Desktop
30.0,102521.0,Tablet
48.0,176370.0,Tablet
38.0,50953.0,Tablet
49.0,73364.0,Mobile
51.0,71581.0,Tablet
25.0,75837.0,Mobile
58.0,32461.0,Mobile
65.0,190291.0,Desktop
19.0,123271.0,Desktop
55.0,28501.0,Mobile
49.0,26070.0,Mobile
57.0,115194.0,Mobile
45.0,147698.0,Mobile
54.0,79569.0,Mobile
58.0,54414.0,Desktop
18.0,43860.0,Mobile
58.0,176532.0,Desktop
27.0,131259.0,Tablet
21.0,133363.0,Mobile
52.0,139471.0,Mobile
27.0,74970.0,Desktop
64.0,69584.0,Desktop
28.0,79286.0,Mobile
31.0,85309.0,Desktop
55.0,52812.0,Tablet
29.0,109359.0,Desktop
62.0,192049.0,Tablet
34.0,188160.0,Tablet
33.0,157702.0,Mobile
52.0,57075.0,Mobile
19.0,134496.0,Mobile
28.0,156172.0,Tablet
58.0,44103.0,Tablet
20.0,143578.0,Desktop
46.0,49096.0,Tablet
35.0,117754.0,Tablet
37.0,92766.0,Mobile
64.0,26807.0,Mobile
31.0,71723.0,Mobile
51.0,49951.0,Tablet
66.0,30427.0,Mobile
48.0,15153.0,Mobile
57.0,69734.0,Tablet
59.0,78813.0,Desktop
35.0,81351.0,Mobile
47.0,147191.0,Desktop
42.0,184005.0,Desktop
36.0,81745.0,Tablet
25.0,78810.0,Mobile
45.0,114410.0,Mobile
25.0,176094.0,Tablet
48.0,42372.0,Desktop
20.0,142424.0,Desktop
20.0,118568.0,Tablet
61.0,93101.0,Desktop
39.0,42235.0,Tablet
34.0,81573.0,Mobile
53.0,83869.0,Desktop
34.0,124037.0,Mobile
31.0,174790.0,Desktop
68.0,115243.0,Tablet
26.0,30555.0,Mobile
47.0,177560.0,Tablet
38.0,33863.0,Mobile
29.0,141741.0,Mobile
54.0,168377.0,Tablet
49.0,112211.0,Desktop
28.0,129092.0,Desktop
37.0,136208.0,Desktop
52.0,182446.0,Desktop
64.0,20203.0,Tablet
63.0,76182.0,Desktop
28.0,177839.0,Tablet
69.0,117362.0,Tablet
25.0,183844.0,Mobile
21.0,121319.0,Mobile
44.0,162771.0,Mobile
61.0,47293.0,Desktop
57.0,138100.0,Tablet
55.0,168497.0,Desktop
64.0,137327.0,Desktop
47.0,180354.0,Desktop
61.0,102043.0,Desktop
65.0,196954.0,Mobile
65.0,83721.0,Tablet
44.0,32622.0,Tablet
38.0,151527.0,Mobile
69.0,181764.0,Mobile
37.0,152868.0,Desktop
21.0,73534.0,Desktop
28.0,142262.0,Desktop
30.0,37423.0,Tablet
26.0,42007.0,Desktop
21.0,194193.0,Mobile
29.0,108006.0,Mobile
26.0,128156.0,Desktop
30.0,111382.0,Mobile
65.0,131144.0,Desktop
43.0,196333.0,Mobile
55.0,173764.0,Tablet
59.0,193121.0,Mobile
30.0,97542.0,Mobile
56.0,164793.0,Tablet
45.0,180098.0,Desktop
36.0,135988.0,Tablet
41.0,150573.0,Tablet
36.0,143711.0,Tablet
66.0,153361.0,Mobile
30.0,90696.0,Desktop
30.0,98943.0,Tablet
45.0,22190.0,Tablet
19.0,66678.0,Tablet
27.0,105456.0,Tablet
39.0,182512.0,Desktop
30.0,157332.0,Mobile
26.0,164369.0,Mobile
50.0,17445.0,Mobile
31.0,155048.0,Desktop
65.0,36275.0,Desktop
37.0,69386.0,Mobile
32.0,95643.0,Mobile
49.0,180267.0,Desktop
50.0,197500.0,Desktop
34.0,86301.0,Desktop
41.0,190340.0,Mobile
47.0,89673.0,Desktop
30.0,97946.0,Desktop
64.0,83585.0,Tablet
65.0,70298.0,Desktop
33.0,108418.0,Tablet
19.0,185938.0,Mobile
34.0,63378.0,Desktop
49.0,77519.0,Mobile
60.0,170708.0,Tablet
25.0,127707.0,Tablet
69.0,26590.0,Mobile
20.0,112987.0,Tablet
29.0,134741.0,Tablet
37.0,108890.0,Desktop
33.0,166062.0,Tablet
31.0,152741.0,Desktop
33.0,31773.0,Tablet
66.0,30648.0,Mobile
60.0,85152.0,Desktop
66.0,24867.0,Tablet
68.0,80788.0,Desktop
50.0,113018.0,Tablet
47.0,88588.0,Mobile
29.0,188746.0,Tablet
32.0,102843.0,Desktop
35.0,134436.0,Tablet
45.0,189604.0,Tablet
40.0,153937.0,Tablet
31.0,65657.0,Mobile
47.0,59628.0,Desktop
50.0,27705.0,Desktop
62.0,192129.0,Desktop
32.0,177858.0,Desktop
24.0,183494.0,Tablet
32.0,93754.0,Desktop
69.0,59237.0,Mobile
59.0,104809.0,Mobile
63.0,196522.0,Desktop
55.0,134378.0,Desktop
63.0,44792.0,Mobile
61.0,124410.0,Tablet
28.0,96043.0,Desktop
46.0,78871.0,Desktop
48.0,124376.0,Desktop
42.0,26899.0,Mobile
69.0,178316.0,Mobile
41.0,80179.0,Mobile
36.0,38584.0,Desktop
19.0,26020.0,Desktop
39.0,47983.0,Mobile
37.0,160323.0,Tablet
50.0,179019.0,Tablet
25.0,66838.0,Tablet
42.0,128996.0,Desktop
63.0,69731.0,Tablet
26.0,31760.0,Mobile
51.0,136648.0,Desktop
40.0,79646.0,Mobile
22.0,164283.0,Tablet
42.0,39156.0,Tablet
25.0,170033.0,Desktop
33.0,190258.0,Mobile
65.0,164783.0,Mobile
62.0,44520.0,Tablet
69.0,105864.0,Tablet
32.0,104504.0,Mobile
18.0,141049.0,Desktop
39.0,170897.0,Tablet
20.0,128553.0,Tablet
55.0,183576.0,Desktop
31.0,54238.0,Tablet
53.0,135289.0,Tablet
35.0,134554.0,Tablet
64.0,61883.0,Tablet
58.0,45642.0,Tablet
35.0,87056.0,Desktop
20.0,174371.0,Tablet
27.0,190118.0,Mobile
66.0,19576.0,Mobile
56.0,22183.0,Tablet
64.0,145949.0,Mobile
18.0,91350.0,Tablet
44.0,41352.0,Mobile
44.0,76924.0,Tablet
28.0,194478.0,Desktop
66.0,92132.0,Mobile
22.0,144963.0,Desktop
24.0,70552.0,Tablet
36.0,161616.0,Desktop
46.0,74418.0,Mobile
32.0,147157.0,Mobile
52.0,111225.0,Desktop
64.0,51497.0,Tablet
54.0,101248.0,Desktop
29.0,147559.0,Tablet
47.0,89076.0,Desktop
